SourcedStatement,SourceType,Name,Title,Justification
"For Stephen Curry, winning an Olympic gold medal has certainly taken some of the sting away from such a disappointing end to his season with the Golden State Warriors when they missed the playoffs.",Named Organization Sources,Golden State Warriors,,
"Back from his scoring flurry in a triumphant Paris Games for the United States and back on regular family duty before the new NBA season begins, Curry can reflect on the highs and lows of his year — with one notable joy being the addition of his fourth child with wife Ayesha, baby boy Caius Chai born May 11.",Named Organization Sources,United States,,
"He has a new contract in hand, too, after receiving a $62.6 million, one-year extension on his current deal that now keeps him with Golden State through the 2026-27 season.",Named Organization Sources,Golden State,,
"Now, Curry can catch his breath and clear his mind from basketball at least for a little while — before the Warriors hold training camp in Hawaii beginning in early October.",Named Organization Sources,Warriors,,
These students have been part of a pilot tutoring program through the Currys’ foundation that is again expanding its reach in Oakland Unified School District after efforts last year included the revitalization of six schoolyards.,Named Organization Sources,Oakland Unified School District,,
"Five years into their foundation work, the Currys announced Thursday a commitment to raise and invest $25 million over the next five years devoted to literacy programs that will provide one-on-one tutoring for children who are at least two grade levels behind in reading.",Named Organization Sources,the Currys’ foundation,,
"It took off when Curry’s 3-pointers sealed the gold medal against France and the two-time MVP sported a hoodie with “Nuit, Nuit” on it shortly afterward.",Named Organization Sources,France,,
AP NBA: https://apnews.com/hub/NBA,Named Organization Sources,AP NBA,,
"For Stephen Curry, winning an Olympic gold medal has certainly taken some of the sting away from such a disappointing end to his season with the Golden State Warriors when they missed the playoffs.",Named Person Sources,Stephen Curry,,
"Back from his scoring flurry in a triumphant Paris Games for the United States and back on regular family duty before the new NBA season begins, Curry can reflect on the highs and lows of his year — with one notable joy being the addition of his fourth child with wife Ayesha, baby boy Caius Chai born May 11.",Named Person Sources,Stephen Curry,,
"He has a new contract in hand, too, after receiving a $62.6 million, one-year extension on his current deal that now keeps him with Golden State through the 2026-27 season.",Named Person Sources,Stephen Curry,,
"“Everything happens for a reason and the journey gives you all type of different experiences along the way,” the 36-year-old Curry said Wednesday before hosting a charity golf tournament benefiting the couple’s Eat.Learn.Play. Foundation devoted to Oakland schools.",Named Person Sources,Stephen Curry,,the 36-year-old Curry; before hosting a charity golf tournament benefiting the couple’s Eat.Learn.Play. Foundation devoted to Oakland schools
"“But this summer’s been amazing, just coming off a tough NBA year to experience what we did and get a win in the Olympics and some of the things I look forward to every year especially around our foundation and the work that we’re doing here in Oakland.",Named Person Sources,Stephen Curry,,
... It puts everything into perspective of what basketball has done for me and the doors that it’s opened and trying to take full advantage of it.”,Named Person Sources,Stephen Curry,,
"Now, Curry can catch his breath and clear his mind from basketball at least for a little while — before the Warriors hold training camp in Hawaii beginning in early October.",Named Person Sources,Stephen Curry,,
"A kids’ size golf club in hand, Curry lined up to hit his shot on an upward slope toward the green while reminding elementary-school students LeAni Wade and Terrell Covington about the importance of keeping their eyes on the plastic neon yellow ball to make solid contact.",Named Person Sources,Stephen Curry,,
"And, the superstar instructed, no reason to be concerned about taking a chunk out of the grass in the process.",Named Person Sources,Stephen Curry,,
Add youth golf coach to Curry’s remarkable resume.,Named Person Sources,Stephen Curry,,
"“It’s the same way I appreciate all the things I get to do on and off the court where it’s all connected,” Curry said.",Named Person Sources,Stephen Curry,,
“Me having fun going and winning a gold medal raised the platform to then be able to talk about stuff that matters even more.,Named Person Sources,Stephen Curry,,
"Being able to share those experiences with my family, the (foundation) team, they know especially while they were working tirelessly every day to make sure a day like today is executed and make sure our plan is locked in, I’m representing everybody out there on the court doing what I do.”",Named Person Sources,Stephen Curry,,
"“What’s interesting is it’s never been a one and done and we’ve always slow rolled things out because we love to build a model that kind of proves itself and can stand on its own,” Ayesha Curry said, acknowledging she observes her own children’s learning styles and how much she wants to support those without the same resources.",Named Person Sources,Ayesha Curry,,
"Wade, an 8-year-old in third grade, said she would remember this day golfing with Curry “for 15 years,” and that her favorite part of the visit was “everything.”",Named Person Sources,LeAni Wade,,
"This isn’t Curry’s only project at the moment, either.",Named Person Sources,Stephen Curry,,
"He is in the process of trademarking the use of “nuit, nuit” for entertainment purposes — the French words for his signature “night, night” catchphrase that goes along with him putting two hands together along his cheek in an act of saying goodnight when a victory is sealed.",Named Person Sources,Stephen Curry,,
"It took off when Curry’s 3-pointers sealed the gold medal against France and the two-time MVP sported a hoodie with “Nuit, Nuit” on it shortly afterward.",Named Person Sources,Stephen Curry,,
"“Working on it,” Curry said with a smile regarding the trademark before heading off to his golf cart.",Named Person Sources,Stephen Curry,,
Those children from Burckhalter Elementary School in Oakland were thrilled to have such a special field trip to Stanford Golf Course.,Unnamed Group of People,children,,Those children from Burckhalter Elementary School in Oakland
