GT_Sentence,LLM_Sentence,Sentence_Match_Score,Source_Type_GT,Source_Type_LLM,Source_Type_Match,Name_GT,Name_LLM,Name_Match_Score,Title_GT,Title_LLM,Title_Match_Score,Justification_GT,Justification_LLM,Justification_Match_Score,Title_and_Justification_GT,Title_and_Justification_LLM,Title_and_Justification_Match_Score
"robinson’s last encampment was swept about a month ago, and “nearly everything” was taken, including his state id card, he said.","robinsons last encampment was swept about a month ago, and nearly everything was taken, including his state id card, he said.",100,Named_Person,Named_Person,Yes,antonio robinson,antonio robinson,100,,,0.0,"when they succeed, they often find important pieces missing from their stash — a problem that has persisted over years of sweeps.,the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.,""i had bad experiences,”",the 38-year-old,0.28003358840942383," when they succeed, they often find important pieces missing from their stash — a problem that has persisted over years of sweeps.,the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.,""i had bad experiences,”", the 38-year-old,0.28003358840942383
"despite public works’ policy and procedure for documenting, bagging, and tagging most belongings","despite public works policy and procedure for documenting, bagging, and tagging most belongings, robinson said he was unable to find any of his property at the citys mandated storage facility at 2323 cesar chavez st.",100,Documents,Named_Person,No,sf public works,antonio robinson,13,,,0.0,,the 38-year-old,0.0, , the 38-year-old,0.0
robinson said he was unable to find any of his property at the city’s mandated storage facility at 2323 cesar chavez st.,"despite public works policy and procedure for documenting, bagging, and tagging most belongings, robinson said he was unable to find any of his property at the citys mandated storage facility at 2323 cesar chavez st.",99,Named_Person,Named_Person,Yes,antonio robinson,antonio robinson,100,,,0.0,"when they succeed, they often find important pieces missing from their stash — a problem that has persisted over years of sweeps.,the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.,""i had bad experiences,”",the 38-year-old,0.28003358840942383," when they succeed, they often find important pieces missing from their stash — a problem that has persisted over years of sweeps.,the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.,""i had bad experiences,”", the 38-year-old,0.28003358840942383
"but in june, the supreme court green-lit such penalties, prompting gov. gavin newsom to order california city officials to “move urgently” to clear illegal encampments around the state.",prompting gov. gavin newsom to order california city officials to move urgently to clear illegal encampments around the state.,100,Named_Person,Named_Person,Yes,gavin newsom,gavin newsom,100,gov.,gov.,1.0000001192092896,,gov.,0.0,gov. ,gov. gov.,1.0000001192092896
"according to mayor london breed, the intention is to clean up sidewalks and force unhoused people into the city’s labyrinthine network of shelter and supportive housing programs.","according to mayor london breed, the intention is to clean up sidewalks and force unhoused people into the citys labyrinthine network of shelter and supportive housing programs.",100,Named_Person,Named_Person,Yes,london breed,london breed,100,mayor,mayor,1.0,,mayor,0.0,mayor ,mayor mayor,0.9743505716323853
"a federal survey released in may counted more than 8,000 unhoused people in the city, which has fewer than 4,000 shelter beds to offer.","a federal survey released in may counted more than 8,000 unhoused people in the city, which has fewer than 4,000 shelter beds to offer.",100,Documents,Documents,Yes,federal survey,,0,,,0.0,,a federal survey released in may,0.0, , a federal survey released in may,0.0
"according to public works policy, staff are supposed to provide the resident of an encampment a “reasonable amount of time (approximately 30 minutes)” to sort through and collect their belongings before the camp is torn down.","according to public works policy, staff are supposed to provide the resident of an encampment a reasonable amount of time (approximately 30 minutes) to sort through and collect their belongings before the camp is torn down.",100,Named_Organization,Documents,No,sf public works,public works,89,,,0.0,,public works policy,0.0, , public works policy,0.0
"he was neither detained nor cited for illegal lodging, and told gazetteer he had spoken to a member of the “encampment resolution team,” who offered temporary shelter.","he was neither detained nor cited for illegal lodging, and told gazetteer he had spoken to a member of the encampment resolution team, who offered temporary shelter.",100,Named_Person,Named_Person,Yes,antonio robinson,antonio robinson,100,,,0.0,"when they succeed, they often find important pieces missing from their stash — a problem that has persisted over years of sweeps.,the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.,""i had bad experiences,”",the 38-year-old,0.28003358840942383," when they succeed, they often find important pieces missing from their stash — a problem that has persisted over years of sweeps.,the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.,""i had bad experiences,”", the 38-year-old,0.28003358840942383
"“all they do is tell me to go back to the hunters point navigation center. and i don’t want to do that. i had bad experiences,” he said.","i had bad experiences, he said.",100,Named_Person,Named_Person,Yes,antonio robinson,antonio robinson,100,,,0.0,"when they succeed, they often find important pieces missing from their stash — a problem that has persisted over years of sweeps.,the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.,""i had bad experiences,”",the 38-year-old,0.28003358840942383," when they succeed, they often find important pieces missing from their stash — a problem that has persisted over years of sweeps.,the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.,""i had bad experiences,”", the 38-year-old,0.28003358840942383
"joey o’brien, 46, tried to explain to police officers that he was camping on the sidewalk in hunters point while investigating a homicide that occurred while he was in jail.","joey obrien, 46, tried to explain to police officers that he was camping on the sidewalk in hunters point while investigating a homicide that occurred while he was in jail.",100,Named_Person,Named_Person,Yes,joey o’brien,joey obrien,92,,,0.0,camping on the sidewalk in hunters point while investigating a homicide that occurred while he was in jail,46,0.09359615296125412, camping on the sidewalk in hunters point while investigating a homicide that occurred while he was in jail, 46,0.09359615296125412
